Team,WinPct,eFG%,TOV%,ORB%,FT/FGA,Season
Atlanta Hawks,0.5365853658536586,0.501,13.5,23.4,0.209,2011
Indiana Pacers,0.45121951219512196,0.486,14.1,25.9,0.235,2011
Utah Jazz,0.47560975609756095,0.498,13.5,27,0.241,2011
Golden State Warriors,0.43902439024390244,0.51,13.3,26.7,0.183,2011
Los Angeles Clippers,0.3902439024390244,0.496,15.1,28.4,0.234,2011
Detroit Pistons,0.36585365853658536,0.495,12.5,27.4,0.206,2011
Charlotte Bobcats,0.4146341463414634,0.482,14.1,25.7,0.237,2011
Sacramento Kings,0.2926829268292683,0.48,14.4,29.9,0.208,2011
New Jersey Nets,0.2926829268292683,0.474,13.4,26.1,0.215,2011
Toronto Raptors,0.2682926829268293,0.491,13.7,28.2,0.221,2011
Minnesota Timberwolves,0.2073170731707317,0.483,15.1,29.6,0.217,2011
Washington Wizards,0.2804878048780488,0.471,13.9,28,0.216,2011
Cleveland Cavaliers,0.23170731707317074,0.472,13.4,24.2,0.233,2011
Chicago Bulls,0.7575757575757576,0.49,13.2,32.6,0.184,2012
San Antonio Spurs,0.7575757575757576,0.528,12.8,25.1,0.195,2012
Oklahoma City Thunder,0.7121212121212122,0.516,15.3,27.8,0.269,2012
Miami Heat,0.696969696969697,0.505,14.5,26.6,0.238,2012
Philadelphia 76ers,0.5303030303030303,0.48,10.9,24.4,0.161,2012
Atlanta Hawks,0.6060606060606061,0.5,13.4,23.9,0.192,2012
Indiana Pacers,0.6363636363636364,0.474,13.1,29.2,0.251,2012
New York Knicks,0.5454545454545454,0.492,14.9,26.6,0.227,2012
Denver Nuggets,0.5757575757575758,0.516,14.1,27.7,0.239,2012
Boston Celtics,0.5909090909090909,0.496,14.7,19.7,0.2,2012
Los Angeles Clippers,0.6060606060606061,0.502,12.7,29.5,0.195,2012
Memphis Grizzlies,0.6212121212121212,0.473,13.6,29.8,0.211,2012
Los Angeles Lakers,0.6212121212121212,0.491,14.2,29.1,0.226,2012
Dallas Mavericks,0.5454545454545454,0.489,13.4,23.4,0.19,2012
Orlando Magic,0.5606060606060606,0.506,14.5,26.5,0.193,2012
Utah Jazz,0.5454545454545454,0.481,13,30.2,0.227,2012
Milwaukee Bucks,0.4696969696969697,0.481,12.9,27.7,0.194,2012
Houston Rockets,0.5151515151515151,0.492,13.5,27.5,0.184,2012
Phoenix Suns,0.5,0.499,13.3,25.8,0.194,2012
Portland Trail Blazers,0.42424242424242425,0.488,13.4,26.3,0.209,2012
Minnesota Timberwolves,0.3939393939393939,0.477,14,27.5,0.236,2012
Golden State Warriors,0.3484848484848485,0.505,13.3,22.9,0.175,2012
Toronto Raptors,0.3484848484848485,0.475,14.8,25.9,0.211,2012
New Orleans Hornets,0.3181818181818182,0.476,15.2,27.5,0.207,2012
Washington Wizards,0.30303030303030304,0.472,14.2,27.3,0.184,2012
Detroit Pistons,0.3787878787878788,0.468,15,28.1,0.21,2012
Sacramento Kings,0.3333333333333333,0.472,13,29.1,0.197,2012
New Jersey Nets,0.3333333333333333,0.473,14.3,27.8,0.209,2012
Cleveland Cavaliers,0.3181818181818182,0.463,14.3,28.9,0.22,2012
Charlotte Bobcats,0.10606060606060606,0.439,13.9,23.6,0.206,2012
Oklahoma City Thunder,0.7317073170731707,0.527,14.4,26.7,0.28,2013
Miami Heat,0.8048780487804879,0.552,13.7,22.2,0.224,2013
Los Angeles Clippers,0.6829268292682927,0.526,13.9,28.8,0.203,2013
San Antonio Spurs,0.7073170731707317,0.531,14,20.5,0.204,2013
Denver Nuggets,0.6951219512195121,0.515,13.6,31.4,0.216,2013
New York Knicks,0.6585365853658537,0.515,11.7,25.6,0.196,2013
Memphis Grizzlies,0.6829268292682927,0.472,13.3,31,0.202,2013
Indiana Pacers,0.6049382716049383,0.479,14.3,30.3,0.219,2013
Houston Rockets,0.5487804878048781,0.525,14.9,26.4,0.232,2013
Brooklyn Nets,0.5975609756097561,0.498,14,30.9,0.219,2013
Los Angeles Lakers,0.5487804878048781,0.512,13.9,27,0.239,2013
Golden State Warriors,0.573170731707317,0.506,14,25.4,0.201,2013
Atlanta Hawks,0.5365853658536586,0.517,14.2,22.2,0.174,2013
Chicago Bulls,0.5487804878048781,0.47,13.6,29.4,0.201,2013
Utah Jazz,0.524390243902439,0.492,13.8,28.8,0.214,2013
Boston Celtics,0.5061728395061729,0.503,14.1,20.1,0.204,2013
Dallas Mavericks,0.5,0.506,13,21.8,0.192,2013
Milwaukee Bucks,0.4634146341463415,0.476,12.7,27.9,0.174,2013
Toronto Raptors,0.4146341463414634,0.488,13,25.5,0.216,2013
Minnesota Timberwolves,0.3780487804878049,0.473,13.8,27.4,0.226,2013
Washington Wizards,0.35365853658536583,0.475,14.2,24.6,0.191,2013
Portland Trail Blazers,0.4024390243902439,0.498,13.9,25.3,0.194,2013
Philadelphia 76ers,0.4146341463414634,0.481,12.5,24.9,0.146,2013
Detroit Pistons,0.35365853658536583,0.487,14.3,28.3,0.197,2013
New Orleans Hornets,0.32926829268292684,0.489,14,29.2,0.193,2013
Cleveland Cavaliers,0.2926829268292683,0.473,13,28.1,0.2,2013
Sacramento Kings,0.34146341463414637,0.491,13.4,26.6,0.208,2013
Phoenix Suns,0.3048780487804878,0.477,14.3,27,0.174,2013
Orlando Magic,0.24390243902439024,0.485,13.7,25.4,0.149,2013
Charlotte Bobcats,0.25609756097560976,0.46,13.2,25.7,0.233,2013
San Antonio Spurs,0.7560975609756098,0.537,13.5,22.7,0.188,2014
Los Angeles Clippers,0.6951219512195121,0.526,12.7,25,0.258,2014
Oklahoma City Thunder,0.7195121951219512,0.52,14,26.5,0.244,2014
Miami Heat,0.6585365853658537,0.554,14.6,20.6,0.228,2014
Golden State Warriors,0.6219512195121951,0.517,13.8,25.1,0.186,2014
Indiana Pacers,0.6829268292682927,0.49,14.3,24.9,0.226,2014
Houston Rockets,0.6585365853658537,0.531,14.6,27.4,0.275,2014
Portland Trail Blazers,0.6585365853658537,0.504,12.4,28,0.22,2014
Toronto Raptors,0.5853658536585366,0.498,13.2,27.2,0.239,2014
Phoenix Suns,0.5853658536585366,0.519,14,26.4,0.222,2014
Minnesota Timberwolves,0.4878048780487805,0.486,12.2,27.4,0.249,2014
Dallas Mavericks,0.5975609756097561,0.526,12.7,24.6,0.201,2014
Chicago Bulls,0.5853658536585366,0.471,14.2,27.2,0.226,2014
Memphis Grizzlies,0.6097560975609756,0.494,13.1,28.3,0.184,2014
Washington Wizards,0.5365853658536586,0.506,13.6,25.2,0.181,2014
Charlotte Bobcats,0.524390243902439,0.481,11.7,21.9,0.219,2014
Atlanta Hawks,0.4634146341463415,0.515,14.3,21,0.208,2014
New York Knicks,0.45121951219512196,0.505,12.5,25.1,0.189,2014
Brooklyn Nets,0.5365853658536586,0.514,14.1,21.7,0.236,2014
Denver Nuggets,0.43902439024390244,0.497,14,27.5,0.222,2014
New Orleans Pelicans,0.4146341463414634,0.495,12.9,26.9,0.22,2014
Sacramento Kings,0.34146341463414637,0.484,13.9,27.8,0.251,2014
Cleveland Cavaliers,0.4024390243902439,0.479,13,27.2,0.201,2014
Detroit Pistons,0.35365853658536583,0.482,12.9,31.4,0.199,2014
Boston Celtics,0.3048780487804878,0.477,14.2,27.4,0.193,2014
Orlando Magic,0.2804878048780488,0.487,13.9,22.4,0.193,2014
Los Angeles Lakers,0.32926829268292684,0.505,13.7,20.2,0.199,2014
Utah Jazz,0.3048780487804878,0.484,13.9,25.5,0.202,2014
Milwaukee Bucks,0.18292682926829268,0.479,14.1,27.1,0.204,2014
Philadelphia 76ers,0.23170731707317074,0.475,14.8,24.8,0.19,2014
Golden State Warriors,0.8170731707317073,0.54,13.1,24.1,0.184,2015
Los Angeles Clippers,0.6829268292682927,0.533,11.6,22.8,0.215,2015
San Antonio Spurs,0.6707317073170732,0.517,13.1,23.4,0.2,2015
Atlanta Hawks,0.7317073170731707,0.527,13.5,21.4,0.201,2015
Cleveland Cavaliers,0.6463414634146342,0.52,13.4,26.8,0.216,2015
Portland Trail Blazers,0.6219512195121951,0.508,12.6,24.2,0.18,2015
Houston Rockets,0.6829268292682927,0.512,15,26.8,0.223,2015
Memphis Grizzlies,0.6707317073170732,0.489,12.6,24.7,0.214,2015
Toronto Raptors,0.5975609756097561,0.508,12,25.6,0.232,2015
Chicago Bulls,0.6097560975609756,0.489,12.9,27,0.238,2015
Dallas Mavericks,0.6097560975609756,0.515,11.9,23.6,0.197,2015
Oklahoma City Thunder,0.5487804878048781,0.492,13.1,28.9,0.214,2015
New Orleans Pelicans,0.5487804878048781,0.501,12.5,27.1,0.198,2015
Washington Wizards,0.5609756097560976,0.499,14,24.9,0.192,2015
Milwaukee Bucks,0.5,0.499,15.5,25.4,0.195,2015
Indiana Pacers,0.4634146341463415,0.484,13.1,24,0.201,2015
Utah Jazz,0.4634146341463415,0.494,14.6,29.1,0.214,2015
Boston Celtics,0.4878048780487805,0.489,12.5,24.7,0.176,2015
Phoenix Suns,0.47560975609756095,0.501,13.7,24.5,0.191,2015
Detroit Pistons,0.3902439024390244,0.482,12.3,27.7,0.184,2015
Miami Heat,0.45121951219512196,0.5,14.5,23.2,0.227,2015
Brooklyn Nets,0.4634146341463415,0.491,13,23.9,0.2,2015
Charlotte Hornets,0.4024390243902439,0.456,11.2,22.1,0.202,2015
Denver Nuggets,0.36585365853658536,0.479,12.7,26.6,0.204,2015
Sacramento Kings,0.35365853658536583,0.49,14.8,26.5,0.276,2015
Orlando Magic,0.3048780487804878,0.494,14,23.1,0.168,2015
Los Angeles Lakers,0.25609756097560976,0.473,12.1,25.4,0.204,2015
Minnesota Timberwolves,0.1951219512195122,0.468,13.7,26.6,0.24,2015
Philadelphia 76ers,0.21951219512195122,0.459,16,25.5,0.195,2015
New York Knicks,0.2073170731707317,0.47,14,24.5,0.18,2015
San Antonio Spurs,0.8170731707317073,0.526,12.4,23,0.197,2016
Golden State Warriors,0.8902439024390244,0.563,13.5,23.5,0.191,2016
Oklahoma City Thunder,0.6707317073170732,0.524,14,31.1,0.228,2016
Cleveland Cavaliers,0.6951219512195121,0.524,12.7,25.1,0.194,2016
Toronto Raptors,0.6829268292682927,0.504,12.3,24.6,0.255,2016
Los Angeles Clippers,0.6463414634146342,0.524,12.1,20.1,0.22,2016
Atlanta Hawks,0.5853658536585366,0.516,13.8,19.1,0.185,2016
Boston Celtics,0.5853658536585366,0.488,12.1,25.1,0.208,2016
Charlotte Hornets,0.5853658536585366,0.502,11.7,20,0.222,2016
Utah Jazz,0.4878048780487805,0.501,14.2,25.9,0.213,2016
Miami Heat,0.5853658536585366,0.508,13.3,23.8,0.21,2016
Indiana Pacers,0.5487804878048781,0.497,13.5,23.4,0.205,2016
Portland Trail Blazers,0.5365853658536586,0.511,13.2,25.9,0.202,2016
Detroit Pistons,0.5365853658536586,0.491,12.2,27,0.197,2016
Houston Rockets,0.5,0.516,14.2,25.7,0.244,2016
Dallas Mavericks,0.5121951219512195,0.502,12,20.6,0.211,2016
Washington Wizards,0.5,0.511,13.1,20.6,0.192,2016
Chicago Bulls,0.5121951219512195,0.487,12.6,24.5,0.189,2016
Orlando Magic,0.4268292682926829,0.5,12.8,23.1,0.175,2016
Sacramento Kings,0.4024390243902439,0.51,14.2,23.9,0.214,2016
Memphis Grizzlies,0.5121951219512195,0.477,12.3,25.3,0.231,2016
New York Knicks,0.3902439024390244,0.483,12.6,23.7,0.205,2016
Denver Nuggets,0.4024390243902439,0.489,13.2,25.8,0.216,2016
Minnesota Timberwolves,0.35365853658536583,0.498,13.9,24.3,0.263,2016
New Orleans Pelicans,0.36585365853658536,0.498,12.3,21.2,0.201,2016
Milwaukee Bucks,0.4024390243902439,0.499,14.2,24.9,0.207,2016
Phoenix Suns,0.2804878048780488,0.487,15.2,25.4,0.204,2016
Brooklyn Nets,0.25609756097560976,0.492,13.6,24.1,0.186,2016
Los Angeles Lakers,0.2073170731707317,0.46,12.5,23.1,0.228,2016
Philadelphia 76ers,0.12195121951219512,0.487,14.8,20.6,0.186,2016
Golden State Warriors,0.8170731707317073,0.563,13.2,22.8,0.204,2017
San Antonio Spurs,0.7439024390243902,0.524,12.6,24,0.21,2017
Houston Rockets,0.6707317073170732,0.545,13.3,24.6,0.233,2017
Toronto Raptors,0.6219512195121951,0.517,11.8,25,0.233,2017
Los Angeles Clippers,0.6219512195121951,0.537,12,21.5,0.233,2017
Utah Jazz,0.6219512195121951,0.526,13.2,23.2,0.215,2017
Cleveland Cavaliers,0.6219512195121951,0.547,12.6,21.9,0.206,2017
Boston Celtics,0.6463414634146342,0.525,12.2,21.2,0.22,2017
Washington Wizards,0.5975609756097561,0.528,12.8,24.1,0.199,2017
Miami Heat,0.5,0.512,12.4,24.2,0.177,2017
Oklahoma City Thunder,0.573170731707317,0.5,13.2,27.9,0.22,2017
Memphis Grizzlies,0.524390243902439,0.491,12.1,24.8,0.219,2017
Denver Nuggets,0.4878048780487805,0.53,13.2,27.3,0.214,2017
Chicago Bulls,0.5,0.487,12.3,27,0.206,2017
Charlotte Hornets,0.43902439024390244,0.501,10.7,19.9,0.227,2017
Indiana Pacers,0.5121951219512195,0.516,12.8,21.2,0.212,2017
Milwaukee Bucks,0.5121951219512195,0.527,13.2,21.5,0.21,2017
Portland Trail Blazers,0.5,0.52,12.5,23,0.214,2017
Atlanta Hawks,0.524390243902439,0.504,14.2,23.6,0.215,2017
Detroit Pistons,0.45121951219512196,0.492,10.9,24.1,0.157,2017
Minnesota Timberwolves,0.3780487804878049,0.511,12.9,27.2,0.229,2017
New Orleans Pelicans,0.4146341463414634,0.504,11.7,18.5,0.192,2017
Dallas Mavericks,0.4024390243902439,0.505,11.6,18.1,0.18,2017
New York Knicks,0.3780487804878049,0.496,12.4,26.6,0.188,2017
Sacramento Kings,0.3902439024390244,0.516,13.7,21,0.22,2017
Phoenix Suns,0.2926829268292683,0.493,13.4,26,0.231,2017
Philadelphia 76ers,0.34146341463414637,0.501,14.9,22.4,0.199,2017
Brooklyn Nets,0.24390243902439024,0.507,14.7,19.6,0.228,2017
Orlando Magic,0.35365853658536583,0.489,12.1,21.6,0.184,2017
Los Angeles Lakers,0.3170731707317073,0.501,13.5,25,0.195,2017
Houston Rockets,0.7926829268292683,0.551,12.7,21.3,0.233,2018
Toronto Raptors,0.7195121951219512,0.539,12.1,23,0.198,2018
Golden State Warriors,0.7073170731707317,0.569,14.1,21,0.195,2018
Utah Jazz,0.5853658536585366,0.527,13.7,21.5,0.202,2018
Philadelphia 76ers,0.6341463414634146,0.535,14.6,25.3,0.198,2018
Boston Celtics,0.6707317073170732,0.518,13,21.5,0.188,2018
Oklahoma City Thunder,0.5853658536585366,0.514,12.4,27.7,0.197,2018
San Antonio Spurs,0.573170731707317,0.507,12.2,23.7,0.189,2018
Portland Trail Blazers,0.5975609756097561,0.511,12.3,23.3,0.192,2018
Minnesota Timberwolves,0.573170731707317,0.523,11.4,24.4,0.225,2018
Denver Nuggets,0.5609756097560976,0.536,13.4,25.7,0.198,2018
Indiana Pacers,0.5853658536585366,0.525,12.3,22.7,0.173,2018
New Orleans Pelicans,0.5853658536585366,0.541,13.3,20,0.183,2018
Cleveland Cavaliers,0.6097560975609756,0.547,12.6,20.1,0.214,2018
Washington Wizards,0.524390243902439,0.525,13.3,23.5,0.196,2018
Miami Heat,0.5365853658536586,0.52,13.3,21.5,0.173,2018
Charlotte Hornets,0.43902439024390244,0.508,11.4,22.2,0.233,2018
Los Angeles Clippers,0.5121951219512195,0.527,13.2,23.5,0.222,2018
Detroit Pistons,0.47560975609756095,0.512,12.3,22.7,0.169,2018
Milwaukee Bucks,0.5365853658536586,0.531,12.9,20.4,0.22,2018
Los Angeles Lakers,0.4268292682926829,0.517,13.8,23.6,0.188,2018
Dallas Mavericks,0.2926829268292683,0.513,11.6,18,0.166,2018
New York Knicks,0.35365853658536583,0.51,13.3,24.1,0.17,2018
Brooklyn Nets,0.34146341463414637,0.514,13.6,21,0.201,2018
Orlando Magic,0.3048780487804878,0.512,13.3,20,0.18,2018
Atlanta Hawks,0.2926829268292683,0.512,14.1,21.1,0.185,2018
Memphis Grizzlies,0.2682926829268293,0.5,14,22.4,0.201,2018
Chicago Bulls,0.32926829268292684,0.497,12.6,20.6,0.164,2018
Sacramento Kings,0.32926829268292684,0.502,12.8,21.5,0.143,2018
Phoenix Suns,0.25609756097560976,0.495,13.9,22.5,0.203,2018
Milwaukee Bucks,0.7317073170731707,0.55,12,20.8,0.197,2019
Golden State Warriors,0.6951219512195121,0.565,12.6,22.5,0.182,2019
Toronto Raptors,0.7073170731707317,0.543,12.4,21.9,0.198,2019
Utah Jazz,0.6097560975609756,0.538,13.4,22.9,0.217,2019
Houston Rockets,0.6463414634146342,0.542,12,22.8,0.221,2019
Boston Celtics,0.5975609756097561,0.534,11.5,21.6,0.173,2019
Portland Trail Blazers,0.6463414634146342,0.528,12.1,26.6,0.21,2019
Denver Nuggets,0.6585365853658537,0.527,11.9,26.6,0.175,2019
Indiana Pacers,0.5853658536585366,0.53,12.4,21.9,0.182,2019
Oklahoma City Thunder,0.5975609756097561,0.514,11.7,26,0.19,2019
Philadelphia 76ers,0.6219512195121951,0.532,12.9,24.5,0.241,2019
San Antonio Spurs,0.5853658536585366,0.534,11,21,0.194,2019
Los Angeles Clippers,0.5853658536585366,0.529,12.7,22,0.258,2019
Orlando Magic,0.5121951219512195,0.518,11.9,22,0.168,2019
Brooklyn Nets,0.5121951219512195,0.52,13,23.8,0.211,2019
Detroit Pistons,0.5,0.509,12.3,24.8,0.195,2019
Miami Heat,0.47560975609756095,0.515,13.1,24.8,0.172,2019
Sacramento Kings,0.47560975609756095,0.524,11.5,23.1,0.177,2019
Charlotte Hornets,0.47560975609756095,0.514,10.9,21.7,0.205,2019
New Orleans Pelicans,0.4024390243902439,0.529,12.6,24.1,0.193,2019
Dallas Mavericks,0.4024390243902439,0.519,12.7,22.7,0.216,2019
Minnesota Timberwolves,0.43902439024390244,0.511,11.4,24.6,0.21,2019
Los Angeles Lakers,0.45121951219512196,0.527,13.4,22.2,0.18,2019
Memphis Grizzlies,0.4024390243902439,0.508,12.9,20,0.21,2019
Washington Wizards,0.3902439024390244,0.531,12.3,21.3,0.204,2019
Atlanta Hawks,0.35365853658536583,0.522,14.3,24.7,0.192,2019
Chicago Bulls,0.2682926829268293,0.505,12.7,19.4,0.184,2019
New York Knicks,0.2073170731707317,0.49,12.4,22.1,0.205,2019
Phoenix Suns,0.23170731707317074,0.514,13.8,20.5,0.202,2019
Cleveland Cavaliers,0.23170731707317074,0.503,12.2,23.7,0.187,2019
Milwaukee Bucks,0.7671232876712328,0.552,12.9,20.7,0.201,2020
Boston Celtics,0.6666666666666666,0.531,12.2,23.9,0.207,2020
Los Angeles Clippers,0.6805555555555556,0.535,12.6,23.5,0.233,2020
Toronto Raptors,0.7361111111111112,0.536,13.1,21.3,0.21,2020
Los Angeles Lakers,0.7323943661971831,0.542,13.3,24.5,0.201,2020
Dallas Mavericks,0.5733333333333334,0.545,11.2,23.2,0.206,2020
Miami Heat,0.6027397260273972,0.547,13.5,20.3,0.234,2020
Houston Rockets,0.6111111111111112,0.537,12.6,21,0.228,2020
Utah Jazz,0.6111111111111112,0.549,13.7,21.6,0.208,2020
Philadelphia 76ers,0.589041095890411,0.534,12.7,23.9,0.193,2020
Denver Nuggets,0.6301369863013698,0.535,12.3,24.8,0.183,2020
Indiana Pacers,0.6164383561643836,0.534,12,20,0.17,2020
Oklahoma City Thunder,0.6111111111111112,0.53,12.4,19.3,0.231,2020
Phoenix Suns,0.4657534246575342,0.532,13,22.2,0.226,2020
Brooklyn Nets,0.4861111111111111,0.52,13.1,23.2,0.199,2020
Orlando Magic,0.4520547945205479,0.506,11.5,22.3,0.198,2020
San Antonio Spurs,0.4507042253521127,0.531,11.2,20.1,0.212,2020
Memphis Grizzlies,0.4657534246575342,0.528,13.2,23,0.183,2020
Portland Trail Blazers,0.47297297297297297,0.533,11.2,22.4,0.194,2020
New Orleans Pelicans,0.4166666666666667,0.539,13.9,24.2,0.186,2020
Sacramento Kings,0.4305555555555556,0.534,13,21.9,0.177,2020
Chicago Bulls,0.3384615384615385,0.515,13.7,22.8,0.175,2020
Detroit Pistons,0.30303030303030304,0.529,13.8,22.6,0.194,2020
Minnesota Timberwolves,0.296875,0.514,13,22.1,0.209,2020
Washington Wizards,0.3472222222222222,0.523,12.2,22.2,0.213,2020
New York Knicks,0.3181818181818182,0.501,12.6,25.8,0.182,2020
Charlotte Hornets,0.35384615384615387,0.504,13.3,23.9,0.188,2020
Atlanta Hawks,0.29850746268656714,0.515,13.8,21.6,0.204,2020
Cleveland Cavaliers,0.2923076923076923,0.522,14.6,24.6,0.172,2020
Golden State Warriors,0.23076923076923078,0.497,13.2,21.5,0.212,2020
Utah Jazz,0.7222222222222222,0.563,12.7,24.5,0.195,2021
Los Angeles Clippers,0.6527777777777778,0.564,12.2,22.7,0.186,2021
Phoenix Suns,0.7083333333333334,0.564,11.5,20.8,0.177,2021
Milwaukee Bucks,0.6388888888888888,0.566,12,23.3,0.177,2021
Philadelphia 76ers,0.6805555555555556,0.541,12.8,23.2,0.225,2021
Denver Nuggets,0.6527777777777778,0.557,12.1,24.7,0.176,2021
Brooklyn Nets,0.6666666666666666,0.575,12.2,21.4,0.208,2021
Los Angeles Lakers,0.5833333333333334,0.536,13.6,22.5,0.2,2021
Dallas Mavericks,0.5833333333333334,0.55,11.1,21.1,0.189,2021
New York Knicks,0.5694444444444444,0.524,11.9,21.9,0.19,2021
Atlanta Hawks,0.5694444444444444,0.539,11.9,24.4,0.226,2021
Portland Trail Blazers,0.5833333333333334,0.54,9.9,23,0.195,2021
Boston Celtics,0.5,0.543,12.5,24.3,0.181,2021
Golden State Warriors,0.5416666666666666,0.551,13.3,17.9,0.188,2021
Memphis Grizzlies,0.5277777777777778,0.528,11.6,24.2,0.179,2021
Miami Heat,0.5555555555555556,0.546,13.1,19.4,0.199,2021
Indiana Pacers,0.4722222222222222,0.542,11.9,20.2,0.18,2021
New Orleans Pelicans,0.4305555555555556,0.537,12.7,26.3,0.214,2021
Toronto Raptors,0.375,0.529,11.9,20.8,0.196,2021
Chicago Bulls,0.4305555555555556,0.547,13.6,22.3,0.156,2021
San Antonio Spurs,0.4583333333333333,0.517,10.2,20,0.192,2021
Washington Wizards,0.4722222222222222,0.531,12.3,21.3,0.221,2021
Charlotte Hornets,0.4583333333333333,0.532,13.3,23.5,0.181,2021
Sacramento Kings,0.4305555555555556,0.549,12,21.3,0.185,2021
Detroit Pistons,0.2777777777777778,0.519,13.5,21.9,0.207,2021
Minnesota Timberwolves,0.3194444444444444,0.52,12.4,22.7,0.193,2021
Houston Rockets,0.2361111111111111,0.521,13,19.8,0.187,2021
Cleveland Cavaliers,0.3055555555555556,0.508,13.9,23.6,0.194,2021
Orlando Magic,0.2916666666666667,0.49,11.5,21.6,0.186,2021
Oklahoma City Thunder,0.3055555555555556,0.509,14.2,21.2,0.176,2021
Boston Celtics,0.6219512195121951,0.542,12.4,24,0.195,2022
Phoenix Suns,0.7804878048780488,0.549,11.6,22.3,0.176,2022
Utah Jazz,0.5975609756097561,0.555,12.7,25.4,0.208,2022
Memphis Grizzlies,0.6829268292682927,0.522,11.2,30,0.18,2022
Golden State Warriors,0.6463414634146342,0.552,13.5,22.8,0.181,2022
Miami Heat,0.6463414634146342,0.547,13.4,23.5,0.204,2022
Dallas Mavericks,0.6341463414634146,0.538,11.7,21.3,0.192,2022
Milwaukee Bucks,0.6219512195121951,0.546,11.9,23,0.199,2022
Philadelphia 76ers,0.6219512195121951,0.534,11.6,20.1,0.232,2022
Minnesota Timberwolves,0.5609756097560976,0.539,12.4,24.4,0.198,2022
Denver Nuggets,0.5853658536585366,0.556,13.2,21.9,0.194,2022
Toronto Raptors,0.5853658536585366,0.51,11,28.4,0.177,2022
Cleveland Cavaliers,0.5365853658536586,0.538,13.2,24,0.198,2022
Atlanta Hawks,0.524390243902439,0.543,10.8,23,0.205,2022
Brooklyn Nets,0.5365853658536586,0.54,12.5,23.9,0.198,2022
Charlotte Hornets,0.524390243902439,0.544,11.6,23.3,0.173,2022
San Antonio Spurs,0.4146341463414634,0.527,11.1,23.7,0.166,2022
Los Angeles Clippers,0.5121951219512195,0.531,12.5,20.6,0.178,2022
New York Knicks,0.45121951219512196,0.513,12,25.1,0.208,2022
Chicago Bulls,0.5609756097560976,0.541,11.8,20.4,0.201,2022
New Orleans Pelicans,0.43902439024390244,0.517,12.5,26.9,0.208,2022
Los Angeles Lakers,0.4024390243902439,0.537,12.8,21.1,0.19,2022
Washington Wizards,0.4268292682926829,0.532,12.1,20.9,0.197,2022
Indiana Pacers,0.3048780487804878,0.531,12.7,25.5,0.184,2022
Sacramento Kings,0.36585365853658536,0.525,12.5,21.3,0.203,2022
Detroit Pistons,0.2804878048780488,0.494,12.6,23.4,0.194,2022
Orlando Magic,0.2682926829268293,0.503,13,19.8,0.175,2022
Oklahoma City Thunder,0.2926829268292683,0.497,12.5,21.8,0.169,2022
Houston Rockets,0.24390243902439024,0.534,14.5,21.7,0.202,2022
Portland Trail Blazers,0.32926829268292684,0.515,13,22.9,0.188,2022
